DateTime,CLOSE,VOLUME,PE,PB,Shibor,total_balance,000188_Close
2006-03-10,1008.897,1188798300.0,15.2316,1.9249178016419,,,
2006-03-13,1019.864,1176591100.0,15.5189,1.9765902984982264,,,
2006-03-14,1018.272,1134803000.0,15.4852,1.9728461296994442,,,
2006-03-15,1028.958,1484206800.0,15.6902,2.0050343352059885,,,
2006-03-16,1027.616,1478433900.0,15.6403,2.00059142929355,,,
2006-03-17,1024.015,1500192400.0,15.5179,1.9905705507475355,,,
2006-03-20,1037.659,1538991200.0,15.715,2.0270820958615845,,,
2006-03-21,1040.757,1907766200.0,15.6974,2.0300139036448015,,,
2006-03-22,1047.6660000000004,1864057500.0,15.7624,2.0376480496771388,,,
2006-03-23,1048.537,2046788500.0,15.7719,2.044643676784279,,,
2006-03-24,1042.601,2009823700.0,15.8319,2.036626177381376,,,
2006-03-27,1050.707,1713407000.0,16.0853,2.0345701308758315,,,
2006-03-28,1055.982,2227399900.0,16.0677,2.033793348492633,,,
2006-03-29,1065.294,3052634500.0,15.7499,2.0477090545020933,,,
2006-03-30,1055.634,2201249400.0,15.5543,2.0336050361247016,,,
2006-03-31,1061.088,2227619000.0,15.4902,2.028136745328739,,,
2006-04-03,1079.322,2772976100.0,14.9814,2.059414628657428,,,
2006-04-04,1089.371,3114875700.0,15.0631,2.067039222925952,,,
2006-04-05,1099.97,3293691400.0,15.1496,2.084335976666248,,,
2006-04-06,1103.237,3616704900.0,15.1624,2.0878959497608878,,,
2006-04-07,1103.154,3257086000.0,15.1458,2.076004347463196,,,
2006-04-10,1117.91,3206752000.0,15.3244,2.0908998961809764,,,
2006-04-11,1123.308,3560752000.0,15.373,2.09750872728708,,,
2006-04-12,1117.073,3033384500.0,15.3127,2.0916046441142035,,,
2006-04-13,1093.925,3382414600.0,15.1219,2.0562643425887255,,,
2006-04-14,1118.607,3352796200.0,15.434,2.102914250763686,,,
2006-04-17,1124.414,3570454800.0,15.749,2.14459274842569,,,
2006-04-18,1131.281,3231722300.0,15.5084,2.1574571867992254,,,
2006-04-19,1138.241,3432289800.0,15.5798,2.176082955115476,,,
2006-04-20,1134.381,3788565100.0,15.6819,2.157584379239014,,,
2006-04-21,1149.158,4077291000.0,16.36,2.2239498189319646,,,
2006-04-24,1142.698,4593621900.0,16.3603,2.2140407677192546,,,
2006-04-25,1141.93,3861112500.0,16.1989,2.189343688685681,,,
2006-04-26,1155.726,4182430100.0,16.4508,2.2159291659679017,,,
2006-04-27,1155.268,3198045100.0,16.4513,2.209232763625597,,,
2006-04-28,1172.347,4080185800.0,17.0417,2.2541068113296885,,,
2006-05-08,1218.445,4491282100.0,18.1651,2.3583669653441732,,,
2006-05-09,1251.611,5599386100.0,18.5591,2.4040033642252685,,,
2006-05-10,1265.933,5566704300.0,18.6887,2.411226937993171,,,
2006-05-11,1255.035,6113372500.0,18.5198,2.3902889929777333,,,
2006-05-12,1296.257,5492033100.0,19.2661,2.496595450924288,,,
2006-05-15,1352.155,7353400500.0,20.0207,2.587919914984519,,,
2006-05-16,1331.1270000000004,7965817000.0,19.4556,2.5263585543355065,,,
2006-05-17,1335.523,6182328700.0,19.5222,2.527667565512369,,,
2006-05-18,1331.201,5205636300.0,19.3725,2.498674346939089,,,
2006-05-19,1366.0970000000002,6712386900.0,19.6717,2.530931495049395,,,
2006-05-22,1373.674,6626217200.0,19.6991,2.5163586356549104,,,
2006-05-23,1317.654,5687238800.0,19.0968,2.458743023377356,,,
2006-05-24,1308.242,5117663200.0,18.9904,2.4578553768652407,,,
2006-05-25,1307.697,3404643600.0,18.8826,2.4311438250125317,,,
2006-05-26,1331.02,3638566500.0,19.1297,2.4535066912418313,,,
2006-05-29,1366.292,4448001100.0,19.5231,2.4920611984803043,,,
2006-05-30,1378.756,4476102700.0,19.553,2.4905987407801287,,,
2006-05-31,1365.451,4733588300.0,19.3029,2.4528052920740158,,,
2006-06-01,1402.879,5349345300.0,19.7414,2.502220564349796,,,
2006-06-02,1390.116,6410916200.0,19.4714,2.4584068582069856,,,
2006-06-05,1403.1629999999998,5510181900.0,19.6247,2.4721505266162134,,,
2006-06-06,1399.142,4683527800.0,19.5543,2.455385895270934,,,
2006-06-07,1320.233,5204764700.0,18.5324,2.3497409255165667,,,
2006-06-08,1325.979,4567750900.0,18.5739,2.3524898653478417,,,
2006-06-09,1294.185,3739262300.0,18.1237,2.2960532440453143,,,
2006-06-12,1297.67,2503333100.0,18.1528,2.30087416645914,,,
2006-06-13,1298.276,2782303100.0,18.0404,2.2790879654663923,,,
2006-06-14,1283.88,2880166100.0,17.7713,2.2415308588761422,,,
2006-06-15,1285.385,2324130200.0,17.7871,2.24360505423117,,,
2006-06-16,1318.01,2840803200.0,18.3152,2.319398709138806,,,
2006-06-19,1334.8929999999998,3072625800.0,18.4451,2.332312750129009,,,
2006-06-20,1338.223,2779705800.0,18.4548,2.3328280592980293,,,
2006-06-21,1333.5320000000004,3244547900.0,18.5511,2.3553511010984427,,,
2006-06-22,1331.553,2595315700.0,18.4881,2.3507442283982587,,,
2006-06-23,1339.446,2565164400.0,18.5921,2.3520849331491256,,,
2006-06-26,1363.4129999999998,2959592000.0,18.952,2.396653822333329,,,
2006-06-27,1363.896,2645473400.0,19.0017,2.4062355653898977,,,
2006-06-28,1362.885,2579165700.0,19.0221,2.4068442159921117,,,
2006-06-29,1395.124,4243920100.0,19.4282,2.457056337465993,,,
2006-06-30,1393.963,3839674500.0,19.527,2.4783308132800106,,,
2006-07-03,1420.328,3829738500.0,19.826,2.5141008936630063,,,
2006-07-04,1411.013,4274980300.0,19.5959,2.480764755057053,,,
2006-07-05,1393.009,3344600500.0,19.292,2.809577725230559,,,
2006-07-06,1418.675,3248073400.0,19.6151,2.8221471507319493,,,
2006-07-07,1410.429,3355617600.0,19.47,2.791926414316849,,,
2006-07-10,1412.124,2760736900.0,19.48,2.795450993255741,,,
2006-07-11,1418.575,2853737900.0,19.5495,2.8142543790659915,,,
2006-07-12,1419.1989999999996,3629341700.0,19.5227,2.8005557548740394,,,
2006-07-13,1346.088,4897067300.0,18.5671,2.6928272511021234,,,
2006-07-14,1357.129,3265910500.0,18.6569,2.7001950725245347,,,
2006-07-17,1372.254,2420555200.0,18.8775,2.7209335584190826,,,
2006-07-18,1373.4160000000004,2272454400.0,18.89,2.718125122882672,,,
2006-07-19,1336.644,2522764700.0,20.4329,2.6539544097370262,,,
2006-07-20,1345.194,1845062100.0,20.5362,2.668197650339544,,,
2006-07-21,1356.033,2039364800.0,20.6569,2.6811872030675667,,,
2006-07-24,1358.122,1996619000.0,20.6394,2.679626016096527,,,
2006-07-25,1374.17,2202350900.0,20.8671,2.7049168340527383,,,
2006-07-26,1371.295,1963344200.0,20.8219,2.7024057770844188,,,
2006-07-27,1355.545,2381875500.0,20.6695,2.688810027876936,,,
2006-07-28,1341.3929999999998,2155750500.0,20.4768,2.665919785983727,,,
2006-07-31,1294.328,2218121100.0,19.8622,2.6062606886717097,,,
2006-08-01,1282.057,1744388700.0,19.6492,2.6094962162279645,,,
2006-08-02,1275.088,1781328400.0,19.6505,2.6174907480491445,,,
2006-08-03,1271.744,1294047300.0,19.6368,2.6195467959545087,,,
2006-08-04,1241.908,1605362800.0,19.3013,2.584820055487926,,,
2006-08-07,1224.102,1511651900.0,19.0291,2.555356505076912,,,
2006-08-08,1252.386,1425048100.0,19.4303,2.6044895865610123,,,
2006-08-09,1251.298,1285947400.0,19.3929,2.5961458889307263,,,
2006-08-10,1271.473,1769900600.0,19.727,2.6424916496019977,,,
2006-08-11,1275.654,1530322700.0,19.7042,2.6346753851268656,,,
2006-08-14,1245.721,1644446900.0,19.299,2.588614364290939,,,
2006-08-15,1265.863,1431936000.0,19.5617,2.626384093936269,,,
2006-08-16,1283.567,2080274300.0,19.8153,2.6579684090502957,,,
2006-08-17,1271.627,1545790400.0,19.642,2.636801354989394,,,
2006-08-18,1267.866,1396452400.0,19.5743,2.609820494564882,,,
2006-08-21,1270.562,1506476600.0,19.587,2.6102897161088596,,,
2006-08-22,1285.268,1720094200.0,19.7364,2.628078920790962,,,
2006-08-23,1285.68,1909287500.0,19.7347,2.630182791217019,,,
2006-08-24,1292.401,1508130600.0,19.8254,2.6423654747797465,,,
2006-08-25,1295.437,1855793700.0,19.8261,2.6383794804016443,,,
2006-08-28,1325.894,2618329000.0,20.1457,2.673383628304124,,,
2006-08-29,1330.155,3176637600.0,20.1656,2.674836593715206,,,
2006-08-30,1334.671,2113994900.0,20.1907,2.677005151128987,,,
2006-08-31,1338.694,2318827400.0,20.1905,2.671261370007286,,,
2006-09-01,1318.099,2503368800.0,19.9595,2.6483056233467988,,,
2006-09-04,1337.243,2109534000.0,20.1618,2.6716337937472137,,,
2006-09-05,1340.682,2686811000.0,20.2175,2.681558119859073,,,
2006-09-06,1346.3670000000004,2315311200.0,20.322,2.6936791514795995,,,
2006-09-07,1328.3770000000004,2188644900.0,20.2095,2.690100422570388,,,
2006-09-08,1332.1529999999998,1723027300.0,20.2934,2.70586686044259,,,
2006-09-11,1338.755,2094726600.0,20.3808,2.7174963470031708,,,
2006-09-12,1347.639,2730189100.0,20.6819,2.7658449136746306,,,
2006-09-13,1338.386,3282119100.0,20.627,2.7623499191958,,,
2006-09-14,1338.2779999999998,2221728400.0,20.6177,2.7604541901844706,,,
2006-09-15,1362.322,3605714800.0,21.0423,2.8214067248104984,,,
2006-09-18,1375.563,3145485100.0,21.1378,2.8239170260140316,,,
2006-09-19,1378.309,2664830100.0,21.1441,2.8270345519796445,,,
2006-09-20,1378.4589999999996,2344588000.0,21.0723,2.8182003527629047,,,
2006-09-21,1387.37,2609412100.0,21.1774,2.829917520293121,,,
2006-09-22,1374.852,2826504200.0,21.0823,2.824411385414825,,,
2006-09-25,1372.399,2458478000.0,21.015,2.818317806350095,,,
2006-09-26,1357.646,1970327800.0,20.8765,2.796737174822684,,,
2006-09-27,1371.1170000000004,1758032300.0,21.0241,2.81545588386477,,,
2006-09-28,1387.0020000000004,2168779200.0,21.153,2.8319461863265682,,,
2006-09-29,1403.265,2716674200.0,21.3165,2.854288764211917,,,
2006-10-09,1436.0739999999996,3919186200.0,21.7737,2.9118467374689683,2.099,,
2006-10-10,1437.245,3840048600.0,21.0802,2.7882558225984817,2.0922,,
2006-10-11,1435.906,3161798700.0,21.1314,2.7993054631922965,2.0955,,
2006-10-12,1426.5,3795623700.0,21.0529,2.787153919926903,2.0943,,
2006-10-13,1430.882,2829515600.0,21.1273,2.7984733698537347,2.0889,,
2006-10-16,1418.517,2849218600.0,20.9407,2.769942201208852,2.0801,,
2006-10-17,1414.448,2422440300.0,20.8487,2.7532520594337404,2.0746,,
2006-10-18,1437.5929999999996,2429030800.0,21.1204,2.7898460181673386,2.0723,,
2006-10-19,1439.3770000000004,2382026700.0,21.148000000000003,2.795374065286716,2.0667,,
2006-10-20,1440.182,2656014300.0,21.177,2.805630153919956,2.0665,,
2006-10-23,1408.715,2895037700.0,20.8852,2.7771112763439723,2.0573,,
2006-10-24,1440.054,2618997200.0,21.4088,2.853836368874397,2.0569,,
2006-10-25,1446.825,3220489500.0,21.4759,2.8673674879812188,2.0592,,
2006-10-26,1456.095,3846636200.0,21.7242,2.906054509526227,2.117,,
2006-10-27,1439.05,3737930400.0,21.4991,3.1211500795752927,2.1568,,
2006-10-30,1446.239,3532045200.0,21.5252,3.1213159184363133,2.16,,
2006-10-31,1464.473,3695228300.0,21.9246,3.1767786368614392,2.1885,,
2006-11-01,1479.409,3892692500.0,22.196,3.20479055914588,2.2023,,
2006-11-02,1479.656,4237313600.0,22.159,3.1934014335358296,2.2057,,
2006-11-03,1488.2910000000004,3937202700.0,22.288,3.231045732379142,2.2055,,
2006-11-06,1507.891,4203351000.0,22.6568,3.2782030589837445,2.2312,,
2006-11-07,1516.104,4303832800.0,22.7392,3.2945484561943426,2.3023,,
2006-11-08,1498.1729999999998,2872240500.0,22.411,3.249205332040609,2.4264,,
2006-11-09,1524.714,3403013300.0,22.7916,3.3155653007742414,2.5177,,
2006-11-10,1504.062,5392286700.0,23.8839,3.320493027942744,2.6198,,
2006-11-13,1475.779,4165330100.0,23.7175,3.3150181413596678,2.8071,,
2006-11-14,1493.776,3630788500.0,24.0308,3.3622470192751908,3.6074,,
2006-11-15,1534.7620000000004,4058921600.0,24.5142,3.4279672005487787,3.5355,,
2006-11-16,1533.2879999999998,5776094800.0,24.9002,3.5004248560106532,3.2292,,
2006-11-17,1562.0839999999996,4444619100.0,25.3325,3.5592558115239137,3.1918,,
2006-11-20,1593.158,5341235900.0,26.0181,3.6691824905786663,3.2645,,
2006-11-21,1612.249,4860184200.0,26.2801,3.7022560504142548,3.4289,,
2006-11-22,1624.0279999999998,5706549500.0,26.2977,3.6961930195850807,3.5158,,
2006-11-23,1634.914,5136067900.0,26.5642,3.735808873613165,3.5399,,
2006-11-24,1636.58,4971209600.0,26.33,3.6870538597498617,3.5101,,
2006-11-27,1651.8010000000004,4726727000.0,26.1919,3.6468457809353416,3.205,,
2006-11-28,1644.014,4476291600.0,26.0464,3.6267535953507695,2.7744,,
2006-11-29,1667.142,4557841100.0,26.2719,3.656720411450781,2.5547,,
2006-11-30,1714.358,6021608800.0,26.9306,3.750001662412652,2.4161,,
2006-12-01,1729.224,5841358100.0,26.9174,3.740985701538072,2.3369999999999997,,
2006-12-04,1780.736,7143433300.0,27.712,3.8562712332550486,2.1803,,
2006-12-05,1794.231,6720257600.0,27.8081,3.8698558532116794,2.1095,,
2006-12-06,1779.411,8127670000.0,27.6706,3.860084523140372,2.064,,
2006-12-07,1775.714,8048750200.0,27.7234,3.8706081725719454,2.0063,,
2006-12-08,1711.5839999999996,6625774600.0,26.9881,3.7823504039965927,1.9919,,
2006-12-11,1789.924,5133597500.0,28.1771,3.9532784474249456,1.9914,,
2006-12-12,1802.788,5783354300.0,28.7553,4.051948434502589,1.9181,,
2006-12-13,1803.856,4800445800.0,28.7977,4.057163381389308,1.8931,,
2006-12-14,1836.143,4720622700.0,29.1102,4.0927396652570245,1.8589,,
2006-12-15,1867.636,4941444100.0,29.4461,4.137996677022048,1.7777,,
2006-12-18,1916.108,6189299000.0,30.2901,4.263340308877445,1.7247,,
2006-12-19,1921.444,6778893500.0,30.7262,4.335204947976093,1.6566,,
2006-12-20,1936.547,5634850200.0,30.7103,4.3132627798860685,1.6130000000000002,,
2006-12-21,1908.985,6022516400.0,30.3126,4.254718386747877,1.6015,,
2006-12-22,1895.644,4623050100.0,30.2698,4.2517446883371095,1.6311,,
2006-12-25,1939.104,5625174200.0,31.6846,4.480208582038298,1.6123,,
2006-12-26,1938.238,5696738300.0,32.4022,4.6039413888992105,1.6431,,
2006-12-27,1982.877,5600564700.0,33.1713,4.724803466623693,1.7185,,
2006-12-28,1979.933,6319283400.0,33.8044,4.838062894705786,1.7107,,
2006-12-29,2041.047,7385194700.0,35.4143,5.0907882293356606,1.7203,,
2007-01-04,2067.092,10671970700.0,32.0922,3.5537360167335943,1.431,,
2007-01-05,2072.883,9274344700.0,30.9612,3.3850751530941685,1.4047,,
2007-01-08,2131.556,8476790900.0,31.6381,3.445505653621725,1.3721,,
2007-01-09,2200.086,8157762900.0,32.8945,3.91094329572058,1.3546,,
2007-01-10,2255.966,8490497900.0,33.0642,3.917762895618334,1.3519,,
2007-01-11,2231.629,8627654800.0,32.3011,3.814185777928973,1.3344,,
2007-01-12,2173.7470000000008,7652572000.0,31.1761,3.712478856906545,1.3051,,
2007-01-15,2287.342,6640309700.0,32.6832,3.9149913126597147,1.2997,,
2007-01-16,2353.874,7636425400.0,32.9713,3.9506041105192033,1.2809,,
2007-01-17,2308.931,8901554000.0,32.4139,3.8889764229394617,1.3171,,
2007-01-18,2317.095,7864860600.0,32.0338,3.8084531797781564,1.4236,,
2007-01-19,2396.093,8333402200.0,32.8867,3.898512627149643,1.4126,,
2007-01-22,2491.313,9389299300.0,34.041,4.0376890445830504,1.4197,,
2007-01-23,2508.13,10233761600.0,37.1966,4.060475456030621,1.5972,,
2007-01-24,2536.428,8443369700.0,37.4149,4.085766024233601,1.7079,,
2007-01-25,2452.831,8105515100.0,35.8572,3.920465386267371,1.7541,,
2007-01-26,2512.922,7865400800.0,36.2225,3.9550017768927272,1.7889,,
2007-01-29,2576.917,8545208500.0,36.9206,4.018643331734256,1.7830000000000001,,
2007-01-30,2551.884,7821152800.0,36.7015,3.995959350663977,1.7838,,
2007-01-31,2385.335,8090913700.0,34.8176,3.80413267296534,1.778,,
2007-02-01,2395.172,6507809500.0,34.7734,3.794095629341117,1.7602,,
2007-02-02,2298.003,5937715400.0,33.2221,3.6165305891464574,1.7549,,
2007-02-05,2271.797,4758750600.0,32.3228,3.5209965213274868,1.7593,,
2007-02-06,2316.04,6701064800.0,33.0947,3.612853697049287,1.7848,,
2007-02-07,2369.7870000000007,7010639000.0,33.5843,3.663650173418593,1.8392,,
2007-02-08,2410.601,6265654000.0,33.7843,3.6681861482425733,1.8983,,
2007-02-09,2397.245,5551553200.0,33.6476,3.6520742313823096,2.7851,,
2007-02-12,2485.3920000000007,5499232000.0,34.5381,3.761521218759,4.0016,,
2007-02-13,2522.63,5152886200.0,34.7951,3.779568456694543,3.3685,,
2007-02-14,2588.349,6277727900.0,35.7221,3.8840286697045863,4.0174,,
2007-02-15,2668.633,7163132900.0,36.8544,4.00376893622388,3.0934,,
2007-02-16,2676.735,7590878500.0,36.8745,4.003350707433143,1.994,,
2007-02-26,2707.676,7453156000.0,37.2045,4.019797893520456,1.7919999999999998,,
2007-02-27,2457.492,10773680700.0,33.8984,3.6655884944031722,1.6928,,
2007-02-28,2544.571,8282257100.0,35.1961,3.808569707469655,1.6526,,
2007-03-01,2473.544,8215965500.0,34.1012,3.7716751402700823,1.5903,,
2007-03-02,2508.729,5794680500.0,34.4754,3.80959960109228,1.5194,,
2007-03-05,2475.606,6851748800.0,33.8261,3.721975802935951,1.4999,,
2007-03-06,2520.293,5263315300.0,34.4884,3.8177279195473175,1.4683,,
2007-03-07,2589.436,5972094900.0,35.126999999999995,3.8832453695699503,1.4375,,
2007-03-08,2627.63,5538655900.0,35.4261,3.909279271109346,1.4153,,
2007-03-09,2611.393,7041132600.0,35.4393,3.9299753234079615,1.3952,,
2007-03-12,2616.172,6246892100.0,35.4557,3.9298168785443433,1.38,,
2007-03-13,2640.169000000001,6578890800.0,35.4935,3.9293368019847743,1.3643,,
2007-03-14,2597.357,6895208800.0,34.6927,3.8411263338546635,1.3535,,
2007-03-15,2645.546,6377848900.0,35.4598,3.8875014843257016,1.3513,,
2007-03-16,2604.226,7533185000.0,35.037,3.880444982203505,1.4088,,
2007-03-19,2659.413,7398356600.0,35.9497,4.017927141368194,1.5313,,
2007-03-20,2672.771,6124972600.0,35.8095,4.020498941301568,1.5551,,
2007-03-21,2702.597,6461295700.0,36.0567,4.042440759826916,1.6077,,
2007-03-22,2711.322,8330807400.0,36.0438,4.057500199257204,1.6487,,
2007-03-23,2716.266,7391191900.0,35.9531,4.052857997037249,1.6871,,
2007-03-26,2764.034,7607477300.0,36.2011,4.101011669198555,1.7466,,
2007-03-27,2784.023,8072512700.0,36.2718,4.104691275666366,1.7397,,
2007-03-28,2797.649000000001,11220997000.0,36.5556,4.17890569396613,1.8016,,
2007-03-29,2783.305,10656723900.0,37.0897,4.286663169241435,1.8039,,
2007-03-30,2781.784,6295070600.0,36.8772,4.243795153468769,1.8057,,
2007-04-02,2850.107,6924788300.0,37.003,4.331120289911336,1.8019,,
2007-04-03,2888.115,7701449500.0,37.1643,4.378134558352107,1.7945,,
2007-04-04,2911.821,7550665800.0,36.9144,4.366383469871146,1.7932,,
2007-04-05,2945.045,7413899100.0,37.1628,4.387563358523413,1.8913,,
2007-04-06,2972.008,7910232800.0,37.1561,4.370819420580989,1.9959,,
2007-04-09,3038.172,9090170500.0,37.9907,4.47708033920678,2.0004,,
2007-04-10,3081.568,10088834200.0,37.1082,4.546611706874361,2.011,,
2007-04-11,3121.3190000000004,10166993500.0,37.0942,4.6193252678482715,2.031,,
2007-04-12,3176.437,9253518600.0,37.2118,4.640060405727661,2.0319,,
2007-04-13,3169.233,10065311600.0,36.9101,4.635075819464151,2.1153,,
2007-04-16,3255.998,8792894000.0,37.7428,4.718547078078122,2.4598,,
2007-04-17,3283.6040000000007,10530710500.0,37.0612,4.694877414660066,2.465,,
2007-04-18,3304.501,10142670700.0,36.8553,4.654568150953536,2.4762,,
2007-04-19,3150.303,11527000900.0,34.9252,4.450746651530238,3.0403,,
2007-04-20,3289.282,9446986900.0,36.1739,4.601519573687943,3.3562,,
2007-04-23,3431.318,10995899100.0,37.4559,4.736883661792425,3.3857,,
2007-04-24,3445.196,11464300600.0,37.4514,4.727317932240705,3.5010000000000003,,
2007-04-25,3448.281,10058066900.0,37.7147,4.780272674959304,3.5071,,
2007-04-26,3493.581,7899769000.0,38.0041,4.824231329268611,3.0189999999999997,,
2007-04-27,3470.523,8069863600.0,37.6055,4.915384807667529,2.5129,,
2007-04-30,3558.7090000000007,9430286400.0,37.7032,4.9645679449334645,1.6303,,
2007-05-08,3686.03,10678873200.0,38.6707,5.069369207505085,1.6507,,
2007-05-09,3701.277,14064835800.0,39.383,5.2048663932817165,1.6777,,
2007-05-10,3724.51,11541992200.0,39.7279,5.24741819215352,1.7021,,
2007-05-11,3702.612,8896176100.0,39.3544,5.207905773995416,1.9034,,
2007-05-14,3734.42,9109804900.0,39.6331,5.240310473357146,2.0008,,
2007-05-15,3604.636,9357856800.0,38.1942,5.13130556207164,1.9204,,
2007-05-16,3700.287,8622926800.0,38.9594,5.2093809625132925,1.9246,,
2007-05-17,3778.605,9025647800.0,39.4542,5.265028456019548,1.9076,,
2007-05-18,3776.629,8241889800.0,39.9928,5.2261630471331415,1.8502,,
2007-05-21,3831.443,9847865000.0,40.2827,5.241752597744245,1.8403,,
2007-05-22,3870.489,10961818400.0,40.5593,5.272699838757465,1.8086,,
2007-05-23,3938.945,9852317100.0,41.132,5.333533843350796,1.8002,,
2007-05-24,3919.748,11381426400.0,40.897,5.3155892777456994,1.7905,,
2007-05-25,3985.252,9541661500.0,41.0605,5.318895141418609,1.8090000000000002,,
2007-05-28,4072.578,11404185100.0,42.0116,5.428504557930937,1.7965,,
2007-05-29,4168.289000000002,11326722700.0,43.066,5.508997568408974,1.7925,,
2007-05-30,3886.459,13273914000.0,40.4237,5.193918748365936,1.7967,,
2007-05-31,3927.952,12607824800.0,41.524,5.374896367847909,1.7986,,
2007-06-01,3803.954,11993793900.0,40.755,5.316967895275998,2.1005,,
2007-06-04,3511.431,9053101900.0,37.371,4.881856506524579,2.0487,,
2007-06-05,3634.633,11376803800.0,38.5455,5.023744728205188,2.0477,,
2007-06-06,3677.58,9595151000.0,38.6191,5.017244879116276,2.0179,,
2007-06-07,3802.304,9419058100.0,39.6083,5.131484342787386,1.9837,,
2007-06-08,3837.867,8907474200.0,39.778,5.140604094936379,1.9269999999999998,,
2007-06-11,3931.862,9098227700.0,40.5989,5.240646690250582,1.8869,,
2007-06-12,4036.109,9938977400.0,41.2647,5.308990840830283,1.8618,,
2007-06-13,4118.268,10945294500.0,42.2308,5.434851313000187,1.8285,,
2007-06-14,4075.821,8660918000.0,41.5673,5.352821624502537,1.8359,,
2007-06-15,4099.3809999999985,6877960000.0,41.6717,5.377223963723589,1.9088,,
2007-06-18,4227.569,8787291300.0,42.887,5.537394881467197,2.5378,,
2007-06-19,4253.0,8154047100.0,42.8836,5.536666051694941,2.6039999999999996,,
2007-06-20,4157.599,8686301500.0,41.9939,5.439509100123977,2.6731,,
2007-06-21,4197.28,7373947100.0,42.6915,5.539881971755777,2.3304,,
2007-06-22,4051.426,7955237400.0,41.496,5.400960143547566,2.1041,,
2007-06-25,3877.59,7003104400.0,40.1808,5.269977047170236,1.9006,,
2007-06-26,3928.213,5888511400.0,40.484,5.315883914906457,1.7917,,
2007-06-27,4040.484,6529052000.0,41.6602,5.477366480523087,1.7241,,
2007-06-28,3858.522,6685798000.0,40.085,5.3011098575189255,1.6741,,
2007-06-29,3764.078,5892087000.0,39.3478,5.224771455673019,1.7784,,
2007-07-02,3757.655,4974731000.0,39.2439,5.2299708609737605,1.7867,,
2007-07-03,3832.227,4640912600.0,39.9645,5.318964993622008,2.3693,,
2007-07-04,3743.582,3823371600.0,39.1104,5.2099893130046535,2.3407,,
2007-07-05,3537.435,4322552700.0,37.0842,4.968321640482851,2.3226,,
2007-07-06,3710.283,5136651200.0,38.7453,5.175556480383961,2.3088,,
2007-07-09,3821.302,5407311300.0,39.8144,5.312734053786727,2.2445,,
2007-07-10,3775.621,5190786800.0,39.9569,5.36309704147555,2.6546,,
2007-07-11,3789.874,3362890700.0,40.079,5.375546252240882,2.5789999999999997,,
2007-07-12,3816.921,3136811900.0,40.591,5.450612641092127,2.5502,,
2007-07-13,3820.124,2689324200.0,40.5703,5.443881570361898,2.5338,,
