"DateTime","CLOSE","VOLUME","PE"
2006-05-23,1317.654,5687238800,19.0968
2006-05-24,1308.242,5117663200,18.9904
2006-05-25,1307.697,3404643600,18.8826
2006-05-26,1331.02,3638566500,19.1297
2006-05-29,1366.292,4448001100,19.5231
2006-05-30,1378.756,4476102700,19.553
2006-05-31,1365.451,4733588300,19.3029
2006-06-01,1402.879,5349345300,19.7414
2006-06-02,1390.116,6410916200,19.4714
2006-06-05,1403.163,5510181900,19.6247
2006-06-06,1399.142,4683527800,19.5543
2006-06-07,1320.233,5204764700,18.5324
2006-06-08,1325.979,4567750900,18.5739
2006-06-09,1294.185,3739262300,18.1237
2006-06-12,1297.67,2503333100,18.1528
2006-06-13,1298.276,2782303100,18.0404
2006-06-14,1283.88,2880166100,17.7713
2006-06-15,1285.385,2324130200,17.7871
2006-06-16,1318.01,2840803200,18.3152
2006-06-19,1334.893,3072625800,18.4451
2006-06-20,1338.223,2779705800,18.4548
2006-06-21,1333.532,3244547900,18.5511
2006-06-22,1331.553,2595315700,18.4881
2006-06-23,1339.446,2565164400,18.5921
2006-06-26,1363.413,2959592000,18.952
2006-06-27,1363.896,2645473400,19.0017
2006-06-28,1362.885,2579165700,19.0221
2006-06-29,1395.124,4243920100,19.4282
2006-06-30,1393.963,3839674500,19.527
2006-07-03,1420.328,3829738500,19.826
2006-07-04,1411.013,4274980300,19.5959
2006-07-05,1393.009,3344600500,19.292
2006-07-06,1418.675,3248073400,19.6151
2006-07-07,1410.429,3355617600,19.47
2006-07-10,1412.124,2760736900,19.48
2006-07-11,1418.575,2853737900,19.5495
2006-07-12,1419.199,3629341700,19.5227
2006-07-13,1346.088,4897067300,18.5671
2006-07-14,1357.129,3265910500,18.6569
2006-07-17,1372.254,2420555200,18.8775
2006-07-18,1373.416,2272454400,18.89
2006-07-19,1336.644,2522764700,20.4329
2006-07-20,1345.194,1845062100,20.5362
2006-07-21,1356.033,2039364800,20.6569
2006-07-24,1358.122,1996619000,20.6394
2006-07-25,1374.17,2202350900,20.8671
2006-07-26,1371.295,1963344200,20.8219
2006-07-27,1355.545,2381875500,20.6695
2006-07-28,1341.393,2155750500,20.4768
2006-07-31,1294.328,2218121100,19.8622
2006-08-01,1282.057,1744388700,19.6492
2006-08-02,1275.088,1781328400,19.6505
2006-08-03,1271.744,1294047300,19.6368
2006-08-04,1241.908,1605362800,19.3013
2006-08-07,1224.102,1511651900,19.0291
2006-08-08,1252.386,1425048100,19.4303
2006-08-09,1251.298,1285947400,19.3929
2006-08-10,1271.473,1769900600,19.727
2006-08-11,1275.654,1530322700,19.7042
2006-08-14,1245.721,1644446900,19.299
2006-08-15,1265.863,1431936000,19.5617
2006-08-16,1283.567,2080274300,19.8153
2006-08-17,1271.627,1545790400,19.642
2006-08-18,1267.866,1396452400,19.5743
2006-08-21,1270.562,1506476600,19.587
2006-08-22,1285.268,1720094200,19.7364
2006-08-23,1285.68,1909287500,19.7347
2006-08-24,1292.401,1508130600,19.8254
2006-08-25,1295.437,1855793700,19.8261
2006-08-28,1325.894,2618329000,20.1457
2006-08-29,1330.155,3176637600,20.1656
2006-08-30,1334.671,2113994900,20.1907
2006-08-31,1338.694,2318827400,20.1905
2006-09-01,1318.099,2503368800,19.9595
2006-09-04,1337.243,2109534000,20.1618
2006-09-05,1340.682,2686811000,20.2175
2006-09-06,1346.367,2315311200,20.322
2006-09-07,1328.377,2188644900,20.2095
2006-09-08,1332.153,1723027300,20.2934
2006-09-11,1338.755,2094726600,20.3808
2006-09-12,1347.639,2730189100,20.6819
2006-09-13,1338.386,3282119100,20.627
2006-09-14,1338.278,2221728400,20.6177
2006-09-15,1362.322,3605714800,21.0423
2006-09-18,1375.563,3145485100,21.1378
2006-09-19,1378.309,2664830100,21.1441
2006-09-20,1378.459,2344588000,21.0723
2006-09-21,1387.37,2609412100,21.1774
2006-09-22,1374.852,2826504200,21.0823
2006-09-25,1372.399,2458478000,21.015
2006-09-26,1357.646,1970327800,20.8765
2006-09-27,1371.117,1758032300,21.0241
2006-09-28,1387.002,2168779200,21.153
2006-09-29,1403.265,2716674200,21.3165
2006-10-09,1436.074,3919186200,21.7737
2006-10-10,1437.245,3840048600,21.0802
2006-10-11,1435.906,3161798700,21.1314
2006-10-12,1426.5,3795623700,21.0529
2006-10-13,1430.882,2829515600,21.1273
2006-10-16,1418.517,2849218600,20.9407
2006-10-17,1414.448,2422440300,20.8487
2006-10-18,1437.593,2429030800,21.1204
2006-10-19,1439.377,2382026700,21.148
2006-10-20,1440.182,2656014300,21.177
2006-10-23,1408.715,2895037700,20.8852
2006-10-24,1440.054,2618997200,21.4088
2006-10-25,1446.825,3220489500,21.4759
2006-10-26,1456.095,3846636200,21.7242
2006-10-27,1439.05,3737930400,21.4991
2006-10-30,1446.239,3532045200,21.5252
2006-10-31,1464.473,3695228300,21.9246
2006-11-01,1479.409,3892692500,22.196
2006-11-02,1479.656,4237313600,22.159
2006-11-03,1488.291,3937202700,22.288
2006-11-06,1507.891,4203351000,22.6568
2006-11-07,1516.104,4303832800,22.7392
2006-11-08,1498.173,2872240500,22.411
2006-11-09,1524.714,3403013300,22.7916
2006-11-10,1504.062,5392286700,23.8839
2006-11-13,1475.779,4165330100,23.7175
2006-11-14,1493.776,3630788500,24.0308
2006-11-15,1534.762,4058921600,24.5142
2006-11-16,1533.288,5776094800,24.9002
2006-11-17,1562.084,4444619100,25.3325
2006-11-20,1593.158,5341235900,26.0181
2006-11-21,1612.249,4860184200,26.2801
2006-11-22,1624.028,5706549500,26.2977
2006-11-23,1634.914,5136067900,26.5642
2006-11-24,1636.58,4971209600,26.33
2006-11-27,1651.801,4726727000,26.1919
2006-11-28,1644.014,4476291600,26.0464
2006-11-29,1667.142,4557841100,26.2719
2006-11-30,1714.358,6021608800,26.9306
2006-12-01,1729.224,5841358100,26.9174
2006-12-04,1780.736,7143433300,27.712
2006-12-05,1794.231,6720257600,27.8081
2006-12-06,1779.411,8127670000,27.6706
2006-12-07,1775.714,8048750200,27.7234
2006-12-08,1711.584,6625774600,26.9881
2006-12-11,1789.924,5133597500,28.1771
2006-12-12,1802.788,5783354300,28.7553
2006-12-13,1803.856,4800445800,28.7977
2006-12-14,1836.143,4720622700,29.1102
2006-12-15,1867.636,4941444100,29.4461
2006-12-18,1916.108,6189299000,30.2901
2006-12-19,1921.444,6778893500,30.7262
2006-12-20,1936.547,5634850200,30.7103
2006-12-21,1908.985,6022516400,30.3126
2006-12-22,1895.644,4623050100,30.2698
2006-12-25,1939.104,5625174200,31.6846
2006-12-26,1938.238,5696738300,32.4022
2006-12-27,1982.877,5600564700,33.1713
2006-12-28,1979.933,6319283400,33.8044
2006-12-29,2041.047,7385194700,35.4143
2007-01-04,2067.092,10671970700,32.0922
2007-01-05,2072.883,9274344700,30.9612
2007-01-08,2131.556,8476790900,31.6381
2007-01-09,2200.086,8157762900,32.8945
2007-01-10,2255.966,8490497900,33.0642
2007-01-11,2231.629,8627654800,32.3011
2007-01-12,2173.747,7652572000,31.1761
2007-01-15,2287.342,6640309700,32.6832
2007-01-16,2353.874,7636425400,32.9713
2007-01-17,2308.931,8901554000,32.4139
2007-01-18,2317.095,7864860600,32.0338
2007-01-19,2396.093,8333402200,32.8867
2007-01-22,2491.313,9389299300,34.041
2007-01-23,2508.13,10233761600,37.1966
2007-01-24,2536.428,8443369700,37.4149
2007-01-25,2452.831,8105515100,35.8572
2007-01-26,2512.922,7865400800,36.2225
2007-01-29,2576.917,8545208500,36.9206
2007-01-30,2551.884,7821152800,36.7015
2007-01-31,2385.335,8090913700,34.8176
2007-02-01,2395.172,6507809500,34.7734
2007-02-02,2298.003,5937715400,33.2221
2007-02-05,2271.797,4758750600,32.3228
2007-02-06,2316.04,6701064800,33.0947
2007-02-07,2369.787,7010639000,33.5843
2007-02-08,2410.601,6265654000,33.7843
2007-02-09,2397.245,5551553200,33.6476
2007-02-12,2485.392,5499232000,34.5381
2007-02-13,2522.63,5152886200,34.7951
2007-02-14,2588.349,6277727900,35.7221
2007-02-15,2668.633,7163132900,36.8544
2007-02-16,2676.735,7590878500,36.8745
2007-02-26,2707.676,7453156000,37.2045
2007-02-27,2457.492,10773680700,33.8984
2007-02-28,2544.571,8282257100,35.1961
2007-03-01,2473.544,8215965500,34.1012
2007-03-02,2508.729,5794680500,34.4754
2007-03-05,2475.606,6851748800,33.8261
2007-03-06,2520.293,5263315300,34.4884
2007-03-07,2589.436,5972094900,35.127
2007-03-08,2627.63,5538655900,35.4261
2007-03-09,2611.393,7041132600,35.4393
2007-03-12,2616.172,6246892100,35.4557
2007-03-13,2640.169,6578890800,35.4935
2007-03-14,2597.357,6895208800,34.6927
2007-03-15,2645.546,6377848900,35.4598
2007-03-16,2604.226,7533185000,35.037
2007-03-19,2659.413,7398356600,35.9497
2007-03-20,2672.771,6124972600,35.8095
2007-03-21,2702.597,6461295700,36.0567
2007-03-22,2711.322,8330807400,36.0438
2007-03-23,2716.266,7391191900,35.9531
2007-03-26,2764.034,7607477300,36.2011
2007-03-27,2784.023,8072512700,36.2718
2007-03-28,2797.649,11220997000,36.5556
2007-03-29,2783.305,10656723900,37.0897
2007-03-30,2781.784,6295070600,36.8772
2007-04-02,2850.107,6924788300,37.003
2007-04-03,2888.115,7701449500,37.1643
2007-04-04,2911.821,7550665800,36.9144
2007-04-05,2945.045,7413899100,37.1628
2007-04-06,2972.008,7910232800,37.1561
2007-04-09,3038.172,9090170500,37.9907
2007-04-10,3081.568,10088834200,37.1082
2007-04-11,3121.319,10166993500,37.0942
2007-04-12,3176.437,9253518600,37.2118
2007-04-13,3169.233,10065311600,36.9101
2007-04-16,3255.998,8792894000,37.7428
2007-04-17,3283.604,10530710500,37.0612
2007-04-18,3304.501,10142670700,36.8553
2007-04-19,3150.303,11527000900,34.9252
2007-04-20,3289.282,9446986900,36.1739
2007-04-23,3431.318,10995899100,37.4559
2007-04-24,3445.196,11464300600,37.4514
2007-04-25,3448.281,10058066900,37.7147
2007-04-26,3493.581,7899769000,38.0041
2007-04-27,3470.523,8069863600,37.6055
2007-04-30,3558.709,9430286400,37.7032
2007-05-08,3686.03,10678873200,38.6707
2007-05-09,3701.277,14064835800,39.383
2007-05-10,3724.51,11541992200,39.7279
2007-05-11,3702.612,8896176100,39.3544
2007-05-14,3734.42,9109804900,39.6331
2007-05-15,3604.636,9357856800,38.1942
2007-05-16,3700.287,8622926800,38.9594
2007-05-17,3778.605,9025647800,39.4542
2007-05-18,3776.629,8241889800,39.9928
2007-05-21,3831.443,9847865000,40.2827
2007-05-22,3870.489,10961818400,40.5593
2007-05-23,3938.945,9852317100,41.132
2007-05-24,3919.748,11381426400,40.897
2007-05-25,3985.252,9541661500,41.0605
2007-05-28,4072.578,11404185100,42.0116
2007-05-29,4168.289,11326722700,43.066
2007-05-30,3886.459,13273914000,40.4237
2007-05-31,3927.952,12607824800,41.524
2007-06-01,3803.954,11993793900,40.755
2007-06-04,3511.431,9053101900,37.371
2007-06-05,3634.633,11376803800,38.5455
2007-06-06,3677.58,9595151000,38.6191
2007-06-07,3802.304,9419058100,39.6083
2007-06-08,3837.867,8907474200,39.778
2007-06-11,3931.862,9098227700,40.5989
2007-06-12,4036.109,9938977400,41.2647
2007-06-13,4118.268,10945294500,42.2308
2007-06-14,4075.821,8660918000,41.5673
2007-06-15,4099.381,6877960000,41.6717
2007-06-18,4227.569,8787291300,42.887
2007-06-19,4253,8154047100,42.8836
2007-06-20,4157.599,8686301500,41.9939
2007-06-21,4197.28,7373947100,42.6915
2007-06-22,4051.426,7955237400,41.496
2007-06-25,3877.59,7003104400,40.1808
2007-06-26,3928.213,5888511400,40.484
2007-06-27,4040.484,6529052000,41.6602
2007-06-28,3858.522,6685798000,40.085
2007-06-29,3764.078,5892087000,39.3478
2007-07-02,3757.655,4974731000,39.2439
2007-07-03,3832.227,4640912600,39.9645
2007-07-04,3743.582,3823371600,39.1104
2007-07-05,3537.435,4322552700,37.0842
2007-07-06,3710.283,5136651200,38.7453
2007-07-09,3821.302,5407311300,39.8144
2007-07-10,3775.621,5190786800,39.9569
2007-07-11,3789.874,3362890700,40.079
2007-07-12,3816.921,3136811900,40.591
2007-07-13,3820.124,2689324200,40.5703
2007-07-16,3697.966,2993185700,39.6558
2007-07-17,3789.651,3255385000,40.4489
2007-07-18,3807.574,4597582300,40.7821
2007-07-19,3806.997,3025846700,40.5119
2007-07-20,3971.884,5527112100,42.0609
2007-07-23,4156.723,8527618600,43.6014
2007-07-24,4161.352,7609073500,43.517
2007-07-25,4255.463,6459776600,44.6702
2007-07-26,4303.185,6549024300,44.7684
2007-07-27,4307.143,6502110900,44.6091
2007-07-30,4410.297,7544158300,45.6372
2007-07-31,4460.564,7137504200,45.8995
2007-08-01,4290.477,7936166500,44.2709
2007-08-02,4436.192,6288753800,45.351
2007-08-03,4598.379,7819047300,47.1219
2007-08-06,4703.984,7616427100,47.8195
2007-08-07,4724.547,8384713300,48.1037
2007-08-08,4668.087,8898800100,48.3691
2007-08-09,4777.286,7202578600,49.4393
2007-08-10,4726.683,7496288100,49.4584
2007-08-13,4721.192,8576316700,50.3232
2007-08-14,4795.568,6115791100,50.7418
2007-08-15,4798.75,6346642700,50.7083
2007-08-16,4721.942,6359479400,49.4219
2007-08-17,4626.583,6365212000,48.1763
2007-08-20,4885.427,6781220400,50.8912
2007-08-21,4972.711,7444059300,51.4619
2007-08-22,5051.688,7402892500,51.7675
2007-08-23,5135.93,6805188200,52.3365
2007-08-24,5217.581,7376987500,53.2247
2007-08-27,5243.147,8263145400,53.8881
2007-08-28,5251.77,7506678900,54.4376
2007-08-29,5171.822,7292945600,53.3968
2007-08-30,5241.228,6729849000,53.8902
2007-08-31,5296.813,6678035700,54.4479
2007-09-03,5419.169,8284916600,55.4694
2007-09-04,5360.333,7991483200,55.1494
2007-09-05,5363.251,6536490200,55.2793
2007-09-06,5412.037,7060857400,56.0801
2007-09-07,5294.795,7929888000,54.7735
2007-09-10,5377.222,6509567200,55.4952
2007-09-11,5124.092,6880669000,52.9805
2007-09-12,5202.856,6157225300,53.6641
2007-09-13,5349.97,5974692900,54.8595
2007-09-14,5397.278,6029562600,55.2639
2007-09-17,5498.908,6940313200,56.2894
2007-09-18,5476.839,7162181000,56.1846
2007-09-19,5419.268,5588006500,56.0127
2007-09-20,5494.915,5671213600,56.9007
2007-09-21,5468.098,6110635600,56.9045
2007-09-24,5513.895,5418481700,57.3373
2007-09-25,5454.615,4532623000,56.9423
2007-09-26,5361.021,3917115600,55.9311
2007-09-27,5427.657,3375905600,56.8394
2007-09-28,5580.813,4851462000,58.4117
2007-10-08,5653.136,6644970300,60.1362
2007-10-09,5675.927,5363349000,60.3638
2007-10-10,5685.759,6399445500,60.9701
2007-10-11,5760.078,6514110100,62.8064
2007-10-12,5737.221,7800106400,62.7484
2007-10-15,5821.447,7068211100,64.1525
2007-10-16,5877.202,6469204900,64.9213
2007-10-17,5824.117,4886976800,64.264
2007-10-18,5615.747,4859563000,61.8398
2007-10-19,5614.06,3846645700,61.6618
2007-10-22,5472.677,3586749900,60.1424
2007-10-23,5540.09,4189680000,62.9576
2007-10-24,5588.014,4466123800,63.8564
2007-10-25,5333.792,5082170600,61.0107
2007-10-26,5394.807,3589596500,61.6378
2007-10-29,5508.357,3523397700,63.5576
2007-10-30,5596.068,3919392100,65.1436
2007-10-31,5688.543,5032946900,65.6275
2007-11-01,5605.232,4661247900,65.2862
2007-11-02,5472.93,4328950000,63.7372
2007-11-05,5360.305,3369501800,61.8654
2007-11-06,5317.549,2705785400,60.7374
2007-11-07,5350.629,3006134900,61.5484
2007-11-08,5093.669,3605489300,58.4463
2007-11-09,5040.525,3458382600,58.4265
2007-11-12,4978.252,3841392200,57.1471
2007-11-13,4939.244,3686207900,56.6412
2007-11-14,5145.888,3523154200,59.4848
2007-11-15,5081.113,3175946400,59.0068
2007-11-16,5007.662,2331099100,58.3529
2007-11-19,4994.416,2554810100,56.1295
2007-11-20,5069.382,3356271400,56.3781
2007-11-21,4997.62,2680312200,55.5946
2007-11-22,4772.617,2650771600,53.0992
2007-11-23,4856.161,2014630500,53.6379
2007-11-26,4800.082,2362227600,52.831
2007-11-27,4711.152,2088684000,51.7616
2007-11-28,4648.751,2248236800,51.0051
2007-11-29,4842.07,3687299000,53.2824
2007-11-30,4737.408,2938369600,51.8365
2007-12-03,4772.674,2225593400,51.8571
2007-12-04,4829.214,2264359200,52.4315
2007-12-05,4965.947,3176916500,53.8775
2007-12-06,4971.055,2371159100,53.7697
2007-12-07,5041.35,2719822300,54.3321
2007-12-10,5133.562,4278069100,55.0185
2007-12-11,5140,4058645700,55.0245
2007-12-12,5077.39,3982825100,54.0788
2007-12-13,4884.298,3681959000,52.5727
2007-12-14,4977.652,3072792500,53.1113
2007-12-17,4857.289,3701452200,51.5495
2007-12-18,4829.909,2293007600,51.1358
2007-12-19,4946.285,3210185800,52.2711
2007-12-20,5037.195,3131991700,53.3561
2007-12-21,5101.852,3725149400,53.9793
2007-12-24,5207.134,5031996700,55.3592
2007-12-25,5216.813,3897370500,54.9486
2007-12-26,5265.026,4146811500,55.2292
2007-12-27,5367.53,5234501800,56.114
2007-12-28,5338.275,4536141500,55.5507
2008-01-02,5385.103,4566871000,53.4647
2008-01-03,5422.034,6464587800,53.8707
2008-01-04,5483.65,5174642000,54.4051
2008-01-07,5556.593,5348540900,54.6209
2008-01-08,5528.054,6489950100,54.7438
2008-01-09,5613.758,4679687200,55.1741
2008-01-10,5672.154,6422989300,55.4583
2008-01-11,5699.147,5616707900,55.7933
2008-01-14,5731.757,4984601000,55.9046
2008-01-15,5696.45,5088660800,55.2878
2008-01-16,5505.717,5577446900,53.5831
2008-01-17,5365.624,6193693300,52.1292
2008-01-18,5414.468,4391300500,52.4593
2008-01-21,5145.734,4783361700,49.7288
2008-01-22,4753.868,6077269200,46.2116
2008-01-23,4975.111,5577638500,47.5692
2008-01-24,5027.213,5660598700,47.5669
2008-01-25,5077.429,4714210800,48.0411
2008-01-28,4731.883,4142528300,44.5461
2008-01-29,4762.083,2906225600,44.805
2008-01-30,4710.652,3409897600,44.3647
2008-01-31,4620.401,3085258000,44.1043
2008-02-01,4571.945,3512552800,43.6299
2008-02-04,4950.124,4095314500,47.191
2008-02-05,4921.829,3279635600,46.2792
2008-02-13,4816.084,2147565900,45.0978
2008-02-14,4880.252,1983778900,45.7223
2008-02-15,4813.311,2426260100,45.1109
2008-02-18,4910.992,3059007800,45.7468
2008-02-19,5020.753,3617696500,46.6658
2008-02-20,4908.717,3955772200,45.5817
2008-02-21,4876.03,3340361600,45.0535
2008-02-22,4702.241,3791862700,43.4352
2008-02-25,4519.783,3365200100,41.5737
2008-02-26,4515.533,3327639000,41.9374
2008-02-27,4639.768,2959239300,42.9139
2008-02-28,4622.056,2539817100,42.2463
2008-02-29,4674.55,2335085800,42.6783
2008-03-03,4790.744,3925841100,43.4885
2008-03-04,4671.148,4512977700,42.188
2008-03-05,4628.724,3941799300,41.6418
2008-03-06,4685.03,4440226800,42.2723
2008-03-07,4621.685,2869094500,41.6666
2008-03-10,4431.589,3178035500,39.9417
2008-03-11,4441.184,2627659200,40.0465
2008-03-12,4309.648,2714564400,39.1374
2008-03-13,4198.96,3445130700,38.1071
2008-03-14,4157.871,2342788500,37.993
2008-03-17,3965.279,2818096100,36.0566
2008-03-18,3763.948,3452375100,34.4138
2008-03-19,3888.861,3789847700,34.7331
2008-03-20,4001.832,4621294400,34.2309
2008-03-21,4037.83,4261516300,34.0136
2008-03-24,3857.091,3584243800,32.3529
2008-03-25,3905.774,3224586300,32.3878
2008-03-26,3914.37,2803676300,29.418
2008-03-27,3748.92,3200066800,27.738
2008-03-28,3918.156,4209677700,28.9501
2008-03-31,3790.53,2944084100,28.0957
2008-04-01,3582.855,3530346200,26.9714
2008-04-02,3547.977,4276588400,27.2703
2008-04-03,3650.698,3298949300,28.0993
2008-04-07,3845.822,4048498200,29.1828
2008-04-08,3891.059,4406792200,29.1787
2008-04-09,3688.125,3899716800,27.5153
2008-04-10,3754.715,2880439600,27.7487
2008-04-11,3783.728,2632859000,27.8644
2008-04-14,3536.327,3342704600,26.2622
2008-04-15,3583.299,3065688600,26.3944
2008-04-16,3494.016,2652812000,25.9475
2008-04-17,3386.63,2953061800,25.4066
2008-04-18,3272.499,2788816200,24.3395
2008-04-21,3267.554,4136230700,24.3466
2008-04-22,3296.277,3253796900,24.461
2008-04-23,3453.727,4427255300,25.5115
2008-04-24,3774.504,9657489600,27.8635
2008-04-25,3803.07,8481449100,27.5383
2008-04-28,3729.154,4883123500,26.8229
2008-04-29,3776.943,4454044000,27.1163
2008-04-30,3959.119,6990977700,28.4493
2008-05-05,4055.779,6253407300,28.9542
2008-05-06,4010.888,5845928000,28.6659
2008-05-07,3821.319,5445770600,27.457
2008-05-08,3925.041,4405566800,27.9887
2008-05-09,3878.924,5365592900,27.6193
2008-05-12,3904.92,4538266000,27.6781
2008-05-13,3851.687,5033801200,27.1736
2008-05-14,3975.782,5060690100,27.9483
2008-05-15,3948.088,5077297500,27.8001
2008-05-16,3936.121,3972175200,27.707
2008-05-19,3914.072,2970958100,27.5189
2008-05-20,3710.818,3970262900,26.3164
2008-05-21,3783.049,4359616200,27.0987
2008-05-22,3711.444,4074271700,26.578
2008-05-23,3675.147,3344043100,26.5026
2008-05-26,3559.217,2818019000,25.6815
2008-05-27,3576.197,2476269300,25.7639
2008-05-28,3676.23,3103491400,26.4175
2008-05-29,3580.868,2942274000,25.9863
2008-05-30,3611.33,2859084700,26.2578
2008-06-02,3625.826,2825335800,26.4241
2008-06-03,3614.111,3473514100,26.2577
2008-06-04,3546.916,2941765300,25.786
2008-06-05,3512.138,2398927900,25.6533
2008-06-06,3489.502,2094422900,25.4888
2008-06-10,3206.562,3294996100,23.5219
2008-06-11,3140.299,2940973500,23.116
2008-06-12,3084.633,3145410900,22.5939
2008-06-13,2979.117,2531983700,21.9541
2008-06-16,2952.242,2681379400,22.0618
2008-06-17,2842.676,2646377800,21.5116
2008-06-18,2991.273,4256009500,22.6321
2008-06-19,2773.076,3631903900,21.1976
2008-06-20,2849.668,5167590500,21.8404
2008-06-23,2789.941,2663149300,21.2682
2008-06-24,2851.915,3179245600,21.5691
2008-06-25,2969.537,4242526100,22.3248
2008-06-26,2980.907,4259931200,22.2646
2008-06-27,2816.021,4088655600,21.0971
2008-06-30,2791.819,2529540600,20.9589
2008-07-01,2698.347,2885158500,20.3434
2008-07-02,2699.597,2791636500,20.2984
2008-07-03,2760.612,4566030500,20.6167
2008-07-04,2741.852,3790501000,20.3584
2008-07-07,2882.763,5273202400,21.2869
2008-07-08,2901.841,5424807800,21.4179
2008-07-09,3015.126,6935696800,22.2764
2008-07-10,2973.728,6164955400,21.9881
2008-07-11,2953.498,4428710100,21.8196
2008-07-14,2975.874,3457504300,21.9311
2008-07-15,2852.979,4729275900,21.1336
2008-07-16,2745.596,3940311500,20.6091
2008-07-17,2718.068,3268733500,20.4848
2008-07-18,2815.462,4020340200,21.1917
2008-07-21,2911.051,4511957700,21.7998
2008-07-22,2904.743,3881497600,21.6564
2008-07-23,2883.32,3882123300,21.6166
2008-07-24,2977.362,4853866500,22.173
2008-07-25,2939.202,4057108100,21.8212
2008-07-28,2960.851,3930864000,22.0898
2008-07-29,2905.63,3603627500,21.6907
2008-07-30,2884.384,2981080000,21.6043
2008-07-31,2805.21,2794096600,21.1641
2008-08-01,2840.788,3403149100,21.3698
2008-08-04,2773.15,2278232400,20.9161
2008-08-05,2703.079,3046923500,20.5393
2008-08-06,2721.693,2740402200,20.8075
2008-08-07,2720.442,2337043900,20.8509
2008-08-08,2591.462,3089458100,19.9745
2008-08-11,2456.811,3212020600,19.051
2008-08-12,2444.155,2419194400,19.0164
2008-08-13,2444.672,2755171100,18.8925
2008-08-14,2443.512,2015723600,18.781
2008-08-15,2447.615,2042226100,18.8772
2008-08-18,2313.402,2362310600,17.9099
